song,album,section,text
High Infidelity,Midnights,[Outro],"Lock broken, slur spoken
Wound open, game token
I didn't know you were keeping count
Rain soaking, blind hoping
You said I was freeloading
I didn't know you were keeping count
But, oh, you were keeping count"
"Would've, Could've, Should've",Midnights,[Verse 1],"If you would've blinked, then I would've
Looked away at the first glance
If you tasted poison, you could've
Spit me out at the first chance
And if I was some paint, did it splatter
On a promising grown man?
And if I was a child, did it matter
If you got to wash your hands?"
"Would've, Could've, Should've",Midnights,[Pre-Chorus],"Ooh, all I used to do was pray
Would've, could've, should've
If you'd never looked my way"
"Would've, Could've, Should've",Midnights,[Chorus],"I would've stayed on my knees
And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering"
"Would've, Could've, Should've",Midnights,[Verse 2],"If you never touched me, I would've
Gone along with the righteous
If I never blushed, then they could've
Never whispered about this
And if you never saved me from boredom
I could've gone on as I was
But, Lord, you made me feel important
And then you tried to erase us"
"Would've, Could've, Should've",Midnights,[Pre-Chorus],"Ooh, you're a crisis of my faith
Would've, could've, should've
If I'd only played it safe"
"Would've, Could've, Should've",Midnights,[Chorus],"I would've stayed on my knees
And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering"
"Would've, Could've, Should've",Midnights,[Bridge],"God rest my soul
I miss who I used to be
The tomb won't close
Stained glass windows in my mind
I regret you all the time
I can't let this go
I fight with you in my sleep
The wound won't close
I keep on waiting for a sign
I regret you all the time"
"Would've, Could've, Should've",Midnights,[Verse 3],"If clarity's in death, then why won't this die?
Years of tearing down our banners, you and I
Living for the thrill of hitting you where it hurts
Give me back my girlhood, it was mine first"
"Would've, Could've, Should've",Midnights,[Chorus],"And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering"
"Would've, Could've, Should've",Midnights,[Outro],"God rest my soul
I miss who I used to be
The tomb won't close
Stained glass windows in my mind
I regret you all the time
I can't let this go
I fight with you in my sleep
The wound won't close
I keep on waiting for a sign
I regret you all the time
Oh, God rest my soul
I miss who I used to be
The tomb won't close
Stained glass windows in my mind
I regret you all the time
I can't let this go
I fight with you in my sleep
The wound won't close
I keep on waiting for a sign
I regret you all the time"
Dear Reader,Midnights,[Verse 1],"Dear reader, if it feels like a trap
You're already in one
Dear reader, get out your map
Pick somewhere and just run
Dear reader, burn all the files
Desert all your past lives
And if you don't recognize yourself
That means you did it right"
Dear Reader,Midnights,[Chorus],"Never take advice from someone who's falling apart
Never take advice from someone who's falling apart (You should find another)"
Dear Reader,Midnights,[Verse 2],"Dear reader, bend when you can
Snap when you have to
Dear reader, you don't have to answer
Just 'cause they asked you
(You should find another)
Dear reader, the greatest of luxuries is your secrets
Dear reader, when you aim at the devil
Make sure you don't miss"
Dear Reader,Midnights,[Chorus],"Never take advice from someone who's falling apart
Never take advice from someone who's falling apart"
Dear Reader,Midnights,[Bridge],"So I wander through these nights
I prefer hiding in plain sight
My fourth drink in my hand
These desperate prayers of a cursed man
Spilling out to you for free
But darling, darling, please
You wouldn't take my word for it if you knew who was talking
If you knew where I was walking
To a house, not a home, all alone 'cause nobody's there
Where I pace in my pen and my friends found friends who care
No one sees when you lose when you're playing solitaire"
Dear Reader,Midnights,[Outro],"You should find another guiding light, guiding light
But I shine so bright
You should find another guiding light, guiding light
But I shine so bright
You should find another, you should find another (Guiding light)
Find another, you should find another
You should find another"
You're Losing Me (From The Vault),Midnights,[Verse 1],"You say, ""I don't understand,"" and I say, ""I know you don't""
We thought a cure would come through in time, now, I fear it won't
Remember lookin' at this room? We loved it 'cause of the light
Now, I just sit in the dark and wonder if it's time"
You're Losing Me (From The Vault),Midnights,[Pre-Chorus],"Do I throw out everything we built or keep it?
I'm getting tired even for a phoenix
Always risin' from the ashes
Mendin' all her gashes
You might just have dealt the final blow"
You're Losing Me (From The Vault),Midnights,[Chorus],"Stop, you're losin' me
Stop, you're losin' me
Stop, you're losin' me
I can't find a pulse
My heart won't start anymore for you
'Cause you're losin' me"
You're Losing Me (From The Vault),Midnights,[Verse 2],"Every mornin', I glared at you with storms in my eyes
How can you say that you love someone you can't tell is dyin'?
I sent you signals and bit my nails down to the quick
My face was gray, but you wouldn't admit that we were sick"
You're Losing Me (From The Vault),Midnights,[Pre-Chorus],"And the air is thick with loss and indecision
I know my pain is such an imposition
Now, you're runnin' down the hallway
And you know what they all say
""You don't know what you got until it's gone"""
You're Losing Me (From The Vault),Midnights,[Chorus],"Stop, you're losin' me
Stop, you're losin' me
Stop, you're losin' me
I can't find a pulse
My heart won't start anymore for you
'Cause you're losin' me
'Cause you're losin' me
Stop (Stop) 'cause you're losin' me"
You're Losing Me (From The Vault),Midnights,[Post-Chorus],"My heart won't start anymore
(Stop 'cause you're losin' me)
My heart won't start anymore
(Stop 'cause you're losin' me)"
You're Losing Me (From The Vault),Midnights,[Bridge],"How long could we be a sad song
'Til we were too far gone to bring back to life?
I gave you all my best me's, my endless empathy
And all I did was bleed as I tried to be the bravest soldier
Fighting in only your army, frontlines, don't you ignore me
I'm the best thing at this party (You're losin' me)
And I wouldn't marry me either
A pathological people pleaser
Who only wanted you to see her
And I'm fadin', thinkin'
""Do something, babe, say something"" (Say something)
""Lose something, babe, risk something"" (You're losin' me)
""Choose something, babe, I got nothing"" (I got nothing)
""To believe, unless you're choosin' me"""
You're Losing Me (From The Vault),Midnights,[Outro],"You're losin' me
Stop (Stop, stop), you're losin' me
Stop (Stop, stop), you're losin' me
I can't find a pulse
My heart won't start anymore"
Karma (Remix),Midnights,[Verse 1],"Karma is that girl, like (Grrah)"
Karma (Remix),Midnights,[Verse 1],"You're talking shit for the hell of it
Addicted to betrayal, but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's comin' back around"
Karma (Remix),Midnights,[Pre-Chorus],"And I keep my side of the street clean
You wouldn't know what I mean"
Karma (Remix),Midnights,[Chorus],"'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that"
Karma (Remix),Midnights,[Verse 2],"Karma is your check's 'boutta bounce (Damn)
Karma is a fire in your house (Grrah)
And she 'boutta pop up unannounced (Like)
And she never leavin' you alone (Damn)
Watch her put ya opps on a throne (Damn)
Got you wavin' pretty white flags, feenin' for that cash
Thinkin' it'll save ya, now you switchin' up your behavior
It's okay, baby, you ain't gotta worry, karma never gets lazy
So, I keep my head up, my bread up, I won't let up (Never)
Promise that you'll never endeavor with none lesser (Ever, ever)
I be draggin' that wagon, karma is a beauty winning that pageant, grrah"
Karma (Remix),Midnights,[Chorus],"'Cause karma is my boyfriend (Damn)
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that (Grrah)"
Karma (Remix),Midnights,[Bridge],"Ask me what I learned from all those years
Ask me what I earned from all those tears
Ask me why so many fade, but I'm still here
(I'm still here, I'm still here)"
Karma (Remix),Midnights,[Breakdown],"'Cause karma is the thunder
Rattlin' your ground
Karma's on your scent like a bounty hunter
And karma's gonna track you down
Step by step, from town to town
Sweet like justice, karma is a queen
Karma takes all my friends to the summit (Facts)
Karma is the guy on the screen
Coming straight home to me"
Karma (Remix),Midnights,[Chorus],"'Cause karma is my boyfriend (Karma is my boyfriend)
Karma is a god (Damn)
Karma is the breeze in my hair on the weekend (Weekend)
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that"
Karma (Remix),Midnights,[Outro],"Karma is my boyfriend
Karma is a god (Ah)
Karma is my bestie (Mmm)
Karma's a relaxing thought
Karma's gonna hold you down"
Paris,Midnights,[Verse 1],"""Your ex-friend's sister
Met someone at a club and he kissed her
Turns out, it was that guy you hooked up with ages ago
Some wannabe Z-lister
And all the outfits were terrible
2003 unbearable
Did you see the photos?""
No, I didn't, but thanks, though"
Paris,Midnights,[Pre-Chorus],"I'm so in love that I might stop breathing
Drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
Stumbled down pretend alleyways
Cheap wine, make believe it's champagne
I was taken by the view"
Paris,Midnights,[Chorus],"Like we were in Paris
Like we were somewhere else
Like we were in Paris, oh
We were somewhere else"
Paris,Midnights,[Verse 2],"Privacy sign on the door
And on my page and on the whole world
Romance is not dead if you keep it just yours
Levitate above all the messes made
Sit quiet by my side in the shade
And not the kind that's thrown
I mean, the kind under where a tree has grown"
Paris,Midnights,[Pre-Chorus],"I'm so in love that I might stop breathing
Drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
Stumbled down pretend alleyways
Cheap wine, make believe it's champagne
I was taken by the view"
Paris,Midnights,[Chorus],"Like we were in Paris, oh
Like we were somewhere else
Like we were in Paris, oh
We were somewhere else"
Paris,Midnights,[Bridge],"I wanna brainwash you
Into loving me forever
I wanna transport you
To somewhere the culture's clever
Confess my truth
In swooping, sloping, cursive letters
Let the only flashing lights be the tower at midnight
In my mind"
Paris,Midnights,[Breakdown],"We drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
In an alleyway, drinking champagne"
Paris,Midnights,[Chorus],"'Cause we were in Paris
Yes, we were somewhere else
My love, we were in Paris
Yes, we were somewhere else"
Glitch,Midnights,[Verse 1],"We were supposed to be just friends
You don't live in my part of town, but maybe I'll see you out some weekend
Depending on what kind of mood and situationship I'm in
And what's in my system"
Glitch,Midnights,[Chorus],"I think there's been a glitch, oh, yeah
Five seconds later, I'm fastening myself to you with a stitch, oh, yeah
And I'm not even sorry, nights are so starry
Blood moonlit
It must be counterfeit
I think there's been a glitch, oh, yeah"
Glitch,Midnights,[Verse 2],"I was supposed to sweat you out
In search of glorious happenings of happenstance on someone else's playground
But it's been two-thousand one-hundred ninety days of our love blackout
(Our love is blacking out)
The system's breaking down
(The system's breaking down)"
Glitch,Midnights,[Chorus],"I think there's been a glitch, oh, yeah
Five seconds later, I'm fastening myself to you with a stitch, oh, yeah
And I'm not even sorry, nights are so starry
Blood moonlit
It must be counterfeit
I think there's been a glitch"
Glitch,Midnights,[Bridge],"A brief interruption, a slight malfunction
I'd go back to wanting dudes who give nothing
I thought we had no chance
And that's romance, let's dance"
Glitch,Midnights,[Chorus],"Glitch, oh, yeah
Five seconds later, I'm fastening myself to you with a stitch, oh, yeah
And I'm not even sorry, nights are so starry
Blood moonlit
It must be counterfeit (It must be counterfeit)
I think there's been a glitch"
